をいただく,"(1)
接续Ｎ+をいただく
意思  吃……、喝……
功能场景用于表达的场景
例句
①A：なにもありませんが、どうぞ食べてください。/没什么好东西，请吃吧。
B：ありがとうございます。では、いただきます。/谢谢！那我就吃了。
②昨日、先生のお宅で、おいしい料理をいただきました。/昨天在老师家吃了很好吃的菜。
解析
动词「食べる」「飲む」的谦让语，用于描述说话人一方的动作、行为。
(2)
接续Ｎ+をいただく
意思  收下
功能场景用于表达的场景
例句
①A：これは故郷のお土産です。どうぞ。/这是我家乡的土特产，请收下。
B：ありがとうございます。では、いただきます。/谢谢，那我就收下了。
②A：同じものを二つ買いましたから、一つあげましょう。/相同的东西我买了
两个，送个给你吧。
B：いいですか。/这合适吗？
A：どうぞ、使ってください。/你就用吧。
B：それでは、いただきます。ありがとうございます。/那我就收下了。谢谢。
解析
动词「もらう」的谦让语，表示“接受、领受”等意思，多用于接受礼物时说的客气话。
"
まえ,"(1)
接续时间名词+前（に）
Ｎ+の前（に）
Vる+前(に）
意思  ……之前
功能场景用于表达的场景
例句
①今日は、4時前に帰ってください。/请你在今天4点之前回家。
②食事の前に、宿題をします。/吃饭之前做作业。
③本を借りる前に、この紙に名前を書いてください。/在借书之前，请把您的名字写在这张纸上。
解析
表示在某日期之前，或做某动作之前的意思。助词「に」表示时间点。「に」也可省略，意思不变。一般写汉字。
(2)
接续时间名词+前(は）
Ｎ+の前（は）
Ｖる+前(は）
意思  ……之前,总是……
功能场景用于表达的场景
例句
①6時ごろ雨が止みました。しかし、6時前（は)、ずっと雨が降っていました。/6点钟左右雨停了。但是，在6点钟之前一直在下雨。
②妹が帰国の前は/帰国する前は、親は彼女のことをずっと心配していました。/妹妹回国之前，父母一直惦记着她。
③彼女が来る前、私は友だちと彼女のことをいろいろ話していた。/在她来之前，我和朋友已经谈了她许多方面的情况。
解析
同样表示在某日期之前，或做某动作之前的意思。「〜前は」表示时间段。助词「は」也可省略，意思不变。一般写汉字。
"
まえ,"(1)
接续时间名词+前（に）
Ｎ+の前（に）
Vる+前(に）
意思  ……之前
功能场景用于表达的场景
例句
①今日は、4時前に帰ってください。/请你在今天4点之前回家。
②食事の前に、宿題をします。/吃饭之前做作业。
③本を借りる前に、この紙に名前を書いてください。/在借书之前，请把您的名字写在这张纸上。
解析
表示在某日期之前，或做某动作之前的意思。助词「に」表示时间点。「に」也可省略，意思不变。一般写汉字。
(2)
接续时间名词+前(は）
Ｎ+の前（は）
Ｖる+前(は）
意思  ……之前,总是……
功能场景用于表达的场景
例句
①6時ごろ雨が止みました。しかし、6時前（は)、ずっと雨が降っていました。/6点钟左右雨停了。但是，在6点钟之前一直在下雨。
②妹が帰国の前は/帰国する前は、親は彼女のことをずっと心配していました。/妹妹回国之前，父母一直惦记着她。
③彼女が来る前、私は友だちと彼女のことをいろいろ話していた。/在她来之前，我和朋友已经谈了她许多方面的情况。
解析
同样表示在某日期之前，或做某动作之前的意思。「〜前は」表示时间段。助词「は」也可省略，意思不变。一般写汉字。
"
とき,"(1)
接续Ｎの+とき（に）
ナAな+とき（に）
イAい+とき（に）
Ｖる+とき（に）
各词类「た形」+とき（に）
意思  时
功能场景用于表达的场景
例句
①彼女はまだ大学院のときに結婚したと聞きました。/我听说她是在读研时结的婚。
②暇なときには手伝いましょう。今は忙しくて時間がありませんけど。/有空的时候我来帮你吧。可是现在我没有时间。
③ぼくが小さいときには、一度重い病気になりました。/我小时候曾经生过一场大病。
解析
表示在做某件事的时候（时间点）。一般用在一次性的场合较多。作对比时可以在表示时间点的「に」的后面加上「は」，「は」在这里面表示对比。口语中经常会出现「に」或者「には」省略的情况。
(2)
接续Ｎの+とき（は）
ナAい+とき（は）
イAい+とき（は）
Ｖる+とき（は）
各词类「た形」+とき（は）
意思  时候
功能场景用于表达的场景
例句
①学生のとき（は)、よくスキーに行きました。/当学生的时候，常常去滑雪。
②暇なとき（は)、よくテレビを見たり、本を読んだりします。/空闲时看看电视，看看书什么的。
③寒いとき（は)、暖かい料理を食べます。/寒冷的时候，吃热菜热饭。
解析
表示时间段或大凡这种场合、大凡这样的时候。口语中「は」常常被省略。
注意
1当「〜とき」前面是动词时，由于时态的不同，所反映的意思也会不同。
日本へ行くとき（に）（=日本へ行く前に）、このかばんを買いました。/去日本之前买了这只包。
日本へ行ったとき（に）（=日本へ行った後で）、このかばんを買いました。/去日本之后买了这只包。
2有的句子「〜ときに/ときは」都能用，关键还是在是一次性的动作或现象还是多次、反复的动作或现象。
今日、会社から帰るときに家内に電話をかける。/今天，下班的时候我要给妻子打电话。
毎日、会社から帰るときは家内に電話をかける。/我每天下班的时候都会给妻子打电话。
"
とき,"(1)
接续Ｎの+とき（に）
ナAな+とき（に）
イAい+とき（に）
Ｖる+とき（に）
各词类「た形」+とき（に）
意思  时
功能场景用于表达的场景
例句
①彼女はまだ大学院のときに結婚したと聞きました。/我听说她是在读研时结的婚。
②暇なときには手伝いましょう。今は忙しくて時間がありませんけど。/有空的时候我来帮你吧。可是现在我没有时间。
③ぼくが小さいときには、一度重い病気になりました。/我小时候曾经生过一场大病。
解析
表示在做某件事的时候（时间点）。一般用在一次性的场合较多。作对比时可以在表示时间点的「に」的后面加上「は」，「は」在这里面表示对比。口语中经常会出现「に」或者「には」省略的情况。
(2)
接续Ｎの+とき（は）
ナAい+とき（は）
イAい+とき（は）
Ｖる+とき（は）
各词类「た形」+とき（は）
意思  时候
功能场景用于表达的场景
例句
①学生のとき（は)、よくスキーに行きました。/当学生的时候，常常去滑雪。
②暇なとき（は)、よくテレビを見たり、本を読んだりします。/空闲时看看电视，看看书什么的。
③寒いとき（は)、暖かい料理を食べます。/寒冷的时候，吃热菜热饭。
解析
表示时间段或大凡这种场合、大凡这样的时候。口语中「は」常常被省略。
注意
1当「〜とき」前面是动词时，由于时态的不同，所反映的意思也会不同。
日本へ行くとき（に）（=日本へ行く前に）、このかばんを買いました。/去日本之前买了这只包。
日本へ行ったとき（に）（=日本へ行った後で）、このかばんを買いました。/去日本之后买了这只包。
2有的句子「〜ときに/ときは」都能用，关键还是在是一次性的动作或现象还是多次、反复的动作或现象。
今日、会社から帰るときに家内に電話をかける。/今天，下班的时候我要给妻子打电话。
毎日、会社から帰るときは家内に電話をかける。/我每天下班的时候都会给妻子打电话。
"
場合,"接续Ｎの+場合に（は)/場合（は）
ナAな+場合に（は)/場合（は）
イAい+場合に（は)/場合(は）
Ｖる+場合に（は)/場合（は）
各词类「た形」+場合に（は)/場合（は）
意思  场合，时候，情况；情况，状态。
功能场景用于表达的场景
例句
①雨の場合は、運動会を来週にします。/万一遇上下雨，运动会就改在下周开。
②修理が必要な場合は、こちらに電話をしてください。/需要修理时，请給我们打电话。
③お腹が痛い場合は、すぐ病院に行ってください。/万一肚子疼的时候，要马上到医院去。
解析
设想一旦出现非常事件时应该采取的措施、対策。和「〜ときに（は)/とき (は)」的语法意义基本相同。
"
てから,"接续Ｖて+から
意思  ……之后
功能场景用于表达的场景
例句
①A：今すぐビールを飲みますか。/你现在就喝啤酒吗？
B：いいえ、お風呂に入ってから飲みます。/不。我洗完澡后再喝。
②A：あなたも料理を作ってください。/你也来做顿饭吧。
B：ちょっと待ってください。手を洗ってから作ります。/请稍等。我洗了手后就来做饭。
③A：すぐ出かけますか。/现在就出去吗？
B：いいえ、ご飯を食べてから出かけます。/不，吃好饭后再出去。
解析
表示动作、行为的先后顺序。
「てから」在句子中只能使用一次，而且前后动作顺序紧密相连，不可颠倒。
"
あと,"(1)
接续Ｎの+あとで
Vた+あとで
意思  ……之后
功能场景用于表达的场景
例句
①食事のあとで、この薬を飲んでください。/请在饭后吃这个药。
②授業のあとで、一緒に本屋へ行きませんか。/下课后一起去书店好吗？
③映画が終ったあとで、喫茶店へ行きました。/看完电影后去了咖啡店。
解析
和「〜てから」的语法意义类似，表示在完成前项的事之后，去做后项的事。作为接续词也可用「そのあとで」。
1当前后两项为同一动作主体，且是有意识安排时间的行为「てから/たあと」都可以使用。
2あと是有时间间隔的。
3当前后是同一动作主体，先后发生的动作「てから/たあと」都可以使用；但是当前后两项不为同一动作主体，且其行为互不知情，为偶发动作，这时只能用たあとで。先生が出かけた後で（×てから）、奥さんから電話が来た。／老师外出之后，夫人来电话了。
(2)
接续Ｎの+あと（は）
Ｖた+あと（は）
意思  ……之后
功能场景用于表达的场景
例句
①お祭りのあとは街が汚いです。/庆祝活动结束后，满街脏乱不堪。
②夏休みが始まったあとは、毎日遊んでいます。/暑假开始后，我每天都在玩。
③ご飯を食べる前は、「いただきます」と言います。ご飯を食べたあとは、「ごちそうさま」と言います。/饭前说一声“那我就不客气了”，饭后说一声“谢谢您的招待”。
解析
表示前面的事结束之后较长时间里处于某种状态。也用于习惯性的事情上。在口语中也可省略助词「は」。作为接续词，也可以用「そのあとは」。
"
あと,"(1)
接续Ｎの+あとで
Vた+あとで
意思  ……之后
功能场景用于表达的场景
例句
①食事のあとで、この薬を飲んでください。/请在饭后吃这个药。
②授業のあとで、一緒に本屋へ行きませんか。/下课后一起去书店好吗？
③映画が終ったあとで、喫茶店へ行きました。/看完电影后去了咖啡店。
解析
和「〜てから」的语法意义类似，表示在完成前项的事之后，去做后项的事。作为接续词也可用「そのあとで」。
1当前后两项为同一动作主体，且是有意识安排时间的行为「てから/たあと」都可以使用。
2あと是有时间间隔的。
3当前后是同一动作主体，先后发生的动作「てから/たあと」都可以使用；但是当前后两项不为同一动作主体，且其行为互不知情，为偶发动作，这时只能用たあとで。先生が出かけた後で（×てから）、奥さんから電話が来た。／老师外出之后，夫人来电话了。
(2)
接续Ｎの+あと（は）
Ｖた+あと（は）
意思  ……之后
功能场景用于表达的场景
例句
①お祭りのあとは街が汚いです。/庆祝活动结束后，满街脏乱不堪。
②夏休みが始まったあとは、毎日遊んでいます。/暑假开始后，我每天都在玩。
③ご飯を食べる前は、「いただきます」と言います。ご飯を食べたあとは、「ごちそうさま」と言います。/饭前说一声“那我就不客气了”，饭后说一声“谢谢您的招待”。
解析
表示前面的事结束之后较长时间里处于某种状态。也用于习惯性的事情上。在口语中也可省略助词「は」。作为接续词，也可以用「そのあとは」。
"
ことがある,"接续Ｖる+ことがある
Ｖない+ことがある
意思  有时……
功能场景用于表达的场景
例句
①ときどき日本の歌を歌うことがあります。/有时候唱唱日本歌。
②天気がいい日は、ここから遠くの山が見えることがあります。/天气好的时候，从这里偶尔能看到远处的山峰。
③冬、暖房を使わないことがときどきあります。/冬天，有时候不使用暖气。
解析
表示有时(不)做某事或(不)出现什么事。常常和副词「ときどき」一起使用。
"
たことがある,"接续Ｖた+ことがある
意思  曾经……
功能场景用于表达的场景
例句
①A：鈴木さん、あなたは中国へ旅行に行ったことがありますか。/铃木,你到中国旅行过吗？
B：はい。あります。/是的，曾经去过。
②青木：川田さんはケーキを作ったことがあリますか。/川田小姐,你自己动手做过蛋糕吗？
川田：はい、一度だけ。でも、うまくできませんでした。/是的。只做过一次。不过做得不怎么成功。
③まだこのマンガを読んだことがありません。/我还没有看过这本漫画。
解析
表示曾几何时有过的体验、经验。回答提问时可直接用「はい、あります」或「いいえ、ありません」的形式。
"
まだ,"(1)
接续まだ〜(句子的肯定式作谓语）
意思  还
功能场景用于表达的场景
例句
①A:もうドラマの時間ですか。/已经到电视剧时间了吗？
B：いいえ、まだニュースの時間です。/没有。还是播放新闻的时间。
②A：もう始まりましたか。/已经开始了吗？
B：いいえ、まだ時間があります。/没有。还有时间。
③A：図書館の本は返しましたか。/图书馆的书已经还了吗？
B：いいえ、まだ読んでいます。/没有。我还在看。
解析
表示某状态到目前(讲话时的时间点）为止还存在着，或表示某动作到目前为止还在继续。
(2)
接续まだ〜(句子的否定式作谓语）
意思  还没有
功能场景用于表达的场景
例句
①A：図書館の本はもう返しましたか。/图书馆的书已经归还了吗？
B：図書館の本はまだ返していません。/图书馆的书还没有归还。
②A:作文はもう出しましたか。/作文已经交上去了吗？
B：いいえ、まだ書いていません。/没有，还没写。
③A：パーティ一はもう始まりましたか。/晚会已经开始了吗？
B：パーティーはまだ始まりません。/晚会还没有开始。
解析
表示某动作或状态到目前(讲话时的时间点)为止尚未进行、尚未发生或尚未结束，暗示着接下来会做或不久就会结束。「まだ〜ません」有时也可用「まだです」的简略形式。
注意
后续他动词时多用「〜ていません」的形式（例如上面第1〜2的例句），后续自动词时多用「〜ません」的形式（例如上面第3的例句）。但不能跟「ある/いる」的否定形式一起使用，即没有「まだありません」「まだいません」的说法。
(3)
接续まだ＋V（肯定形）
意思  还……
功能场景用于表达的场景
例句
①まだ雨が降っています。/雨还在下。
②道具を片付けましょうか。…まだ使っていますから、そのままにしておいてください。/把工具都收拾好吧。……还在用，请保持原样。
解析
上面的例句中的“まだ”表示动作，状态仍然持续的意思。
"
まだ,"(1)
接续まだ〜(句子的肯定式作谓语）
意思  还
功能场景用于表达的场景
例句
①A:もうドラマの時間ですか。/已经到电视剧时间了吗？
B：いいえ、まだニュースの時間です。/没有。还是播放新闻的时间。
②A：もう始まりましたか。/已经开始了吗？
B：いいえ、まだ時間があります。/没有。还有时间。
③A：図書館の本は返しましたか。/图书馆的书已经还了吗？
B：いいえ、まだ読んでいます。/没有。我还在看。
解析
表示某状态到目前(讲话时的时间点）为止还存在着，或表示某动作到目前为止还在继续。
(2)
接续まだ〜(句子的否定式作谓语）
意思  还没有
功能场景用于表达的场景
例句
①A：図書館の本はもう返しましたか。/图书馆的书已经归还了吗？
B：図書館の本はまだ返していません。/图书馆的书还没有归还。
②A:作文はもう出しましたか。/作文已经交上去了吗？
B：いいえ、まだ書いていません。/没有，还没写。
③A：パーティ一はもう始まりましたか。/晚会已经开始了吗？
B：パーティーはまだ始まりません。/晚会还没有开始。
解析
表示某动作或状态到目前(讲话时的时间点)为止尚未进行、尚未发生或尚未结束，暗示着接下来会做或不久就会结束。「まだ〜ません」有时也可用「まだです」的简略形式。
注意
后续他动词时多用「〜ていません」的形式（例如上面第1〜2的例句），后续自动词时多用「〜ません」的形式（例如上面第3的例句）。但不能跟「ある/いる」的否定形式一起使用，即没有「まだありません」「まだいません」的说法。
(3)
接续まだ＋V（肯定形）
意思  还……
功能场景用于表达的场景
例句
①まだ雨が降っています。/雨还在下。
②道具を片付けましょうか。…まだ使っていますから、そのままにしておいてください。/把工具都收拾好吧。……还在用，请保持原样。
解析
上面的例句中的“まだ”表示动作，状态仍然持续的意思。
"
まだ,"(1)
接续まだ〜(句子的肯定式作谓语）
意思  还
功能场景用于表达的场景
例句
①A:もうドラマの時間ですか。/已经到电视剧时间了吗？
B：いいえ、まだニュースの時間です。/没有。还是播放新闻的时间。
②A：もう始まりましたか。/已经开始了吗？
B：いいえ、まだ時間があります。/没有。还有时间。
③A：図書館の本は返しましたか。/图书馆的书已经还了吗？
B：いいえ、まだ読んでいます。/没有。我还在看。
解析
表示某状态到目前(讲话时的时间点）为止还存在着，或表示某动作到目前为止还在继续。
(2)
接续まだ〜(句子的否定式作谓语）
意思  还没有
功能场景用于表达的场景
例句
①A：図書館の本はもう返しましたか。/图书馆的书已经归还了吗？
B：図書館の本はまだ返していません。/图书馆的书还没有归还。
②A:作文はもう出しましたか。/作文已经交上去了吗？
B：いいえ、まだ書いていません。/没有，还没写。
③A：パーティ一はもう始まりましたか。/晚会已经开始了吗？
B：パーティーはまだ始まりません。/晚会还没有开始。
解析
表示某动作或状态到目前(讲话时的时间点)为止尚未进行、尚未发生或尚未结束，暗示着接下来会做或不久就会结束。「まだ〜ません」有时也可用「まだです」的简略形式。
注意
后续他动词时多用「〜ていません」的形式（例如上面第1〜2的例句），后续自动词时多用「〜ません」的形式（例如上面第3的例句）。但不能跟「ある/いる」的否定形式一起使用，即没有「まだありません」「まだいません」的说法。
(3)
接续まだ＋V（肯定形）
意思  还……
功能场景用于表达的场景
例句
①まだ雨が降っています。/雨还在下。
②道具を片付けましょうか。…まだ使っていますから、そのままにしておいてください。/把工具都收拾好吧。……还在用，请保持原样。
解析
上面的例句中的“まだ”表示动作，状态仍然持续的意思。
"
もう,"(1)
接续もう〜(句子的肯定式作谓语）
意思  已经……
功能场景用于表达的场景
例句
①そのニュースはもう知っています。/那条消息我已经知道了。
②あっ、もう時間だ。じゃ、今日はこれで失礼します。/啊，已经这么晚了，那么，我先告辞了。
③A:お酒をもう少しいかがですか。/再来点酒怎么样？
B：いいえ、もうけっこうです。/不要了。已经够了。
解析
读降调，表示某状态已经出现、某动作巳经完成。
注意
「もう+数量词、副词」中的「もう」,是表示‘‘再、另外”的意思，即在原来的基础上再累加ー些，量或程度。这时的「もう」要读升调，而且要和后续的量词连起来读。 
もう一度言ってください。/请再说一遍。
もう一日いてください。/请再住一天吧。
もう少し待ちましょう。/再等一会儿吧。
(2)
接续もう〜(句子的否定式作谓语）
意思  已经不是
功能场景用于表达的场景
例句
①今の彼女はもう昔の彼女ではありません。/现在的她已经不是从前的她了。
②A：お金を少し貸してくださいませんか。/借点钱给我好吗？
B：昨日私はたくさん買い物をしました。今、お金はもうありません。/由于昨天我买了很多东西，所以现在我已经没有钱了。
③さっき、たくさん食べましたから、もう食べたくありません。/因为刚吃过，所以我现在已经不想吃了。
解析
读降调，表示“已经不是……”、“已经没有……”、“已经不再……”等意思。
"
